Gene stable ID	Gene type	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene start (bp)	Gene end (bp)	Strand	Chromosome/scaffold name	Gene description
ENSG00000236762	processed_pseudogene	ENSG00000236762.1	ENST00000433839	ENST00000433839.1	121133090	121133723	-1	10	ribosomal protein L19 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36596]
ENSG00000261782	processed_pseudogene	ENSG00000261782.1	ENST00000564203	ENST00000564203.1	35879036	35879498	-1	16	WD repeat domain phosphoinositide-interacting protein 2 (WIPI2) pseudogene
ENSG00000260405	processed_pseudogene	ENSG00000260405.1	ENST00000566172	ENST00000566172.1	17096202	17096421	-1	16	LYR motif containing 2 (LYRM2) pseudogene
ENSG00000250927	processed_pseudogene	ENSG00000250927.1	ENST00000503460	ENST00000503460.1	28823244	28824211	-1	4	mesoderm specific transcript pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38553]
ENSG00000243920	processed_pseudogene	ENSG00000243920.2	ENST00000497656	ENST00000497656.2	57352999	57353329	-1	4	ribosomal protein S26 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:36917]
ENSG00000262235	processed_pseudogene	ENSG00000262235.2	ENST00000576058	ENST00000576058.2	13458326	13458698	1	16	TATA element modulatory factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51353]
ENSG00000275959	processed_pseudogene	ENSG00000275959.1	ENST00000617640	ENST00000617640.1	44994426	44996022	1	4	endogenous retrovirus group FRD, member 1 (ERVFRD-1) pseudogene
ENSG00000249729	processed_pseudogene	ENSG00000249729.2	ENST00000512950	ENST00000512950.2	44840380	44841402	-1	4	tubulin, alpha 1b (TUBA1B) pseudogene
ENSG00000226802	processed_pseudogene	ENSG00000226802.1	ENST00000429864	ENST00000429864.1	128440929	128441785	1	X	RUVBL2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55128]
ENSG00000228656	processed_pseudogene	ENSG00000228656.1	ENST00000431872	ENST00000431872.1	63761546	63762824	-1	9	myosin VB pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38497]
ENSG00000238066	processed_pseudogene	ENSG00000238066.1	ENST00000438228	ENST00000438228.1	117397938	117398206	1	X	novel pseudogene
ENSG00000239792	unprocessed_pseudogene	ENSG00000239792.2	ENST00000438438	ENST00000438438.2	30670964	30671966	-1	9	CDRT15 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:49813]
ENSG00000214628	processed_pseudogene	ENSG00000214628.3	ENST00000398690	ENST00000398690.3	96953630	96954195	-1	X	NADH:ubiquinone oxidoreductase subunit B5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52268]
ENSG00000235901	processed_pseudogene	ENSG00000235901.2	ENST00000454390	ENST00000454390.2	102515204	102518308	1	9	CCSER2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56795]
ENSG00000231741	processed_pseudogene	ENSG00000231741.2	ENST00000442109	ENST00000442109.2	85934588	85936599	1	9	novel pseudogene
ENSG00000226246	processed_pseudogene	ENSG00000226246.1	ENST00000411618	ENST00000411618.1	30799471	30800746	-1	9	keratin 18 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:33405]
ENSG00000227437	processed_pseudogene	ENSG00000227437.1	ENST00000454541	ENST00000454541.1	119638456	119639082	1	10	ribosomal protein S8 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:17478]
ENSG00000236171	processed_pseudogene	ENSG00000236171.1	ENST00000452430	ENST00000452430.1	117196168	117196654	-1	10	ribosomal protein L12 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36811]
ENSG00000274599	unprocessed_pseudogene	ENSG00000274599.2	ENST00000617576	ENST00000617576.2	133670450	133671718	1	10	double homeobox 4 like 24 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50805]
ENSG00000266909	processed_pseudogene	ENSG00000266909.1	ENST00000586535	ENST00000586535.1	80077707	80078259	1	18	solute carrier family 25 member 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43853]
ENSG00000270294	processed_pseudogene	ENSG00000270294.1	ENST00000603162	ENST00000603162.1	109680442	109681041	1	10	X-linked inhibitor of apoptosis pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52375]
ENSG00000262961	processed_pseudogene	ENSG00000262961.1	ENST00000576249	ENST00000576249.1	5730289	5731085	1	17	glioblastoma amplified sequence (GBAS) pseudogene
ENSG00000262181	unprocessed_pseudogene	ENSG00000262181.2	ENST00000575066	ENST00000575066.2	45034	46047	1	18	FAM166A, pseudogene 6
ENSG00000249337	processed_pseudogene	ENSG00000249337.2	ENST00000510539	ENST00000510539.2	49588772	49589529	1	4	sorting nexin 18 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:39633]
ENSG00000262081	unprocessed_pseudogene	ENSG00000262081.2	ENST00000571755	ENST00000571755.2	80140	88570	-1	18	IL9R pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:6034]
ENSG00000256709	processed_pseudogene	ENSG00000256709.2	ENST00000538229	ENST00000538229.2	106327534	106327824	1	X	CSGALNACT2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55034]
ENSG00000274446	processed_pseudogene	ENSG00000274446.1	ENST00000622049	ENST00000622049.1	94202	94330	-1	18	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa (POLR3K) pseudogene
ENSG00000248956	processed_pseudogene	ENSG00000248956.1	ENST00000508597	ENST00000508597.1	77963940	77964511	1	4	high mobility group box 1 pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:39275]
ENSG00000251353	unprocessed_pseudogene	ENSG00000251353.1	ENST00000512798	ENST00000512798.1	25720099	25720431	-1	4	MT-ND3 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42154]
ENSG00000284890	processed_pseudogene	ENSG00000284890.1	ENST00000646882	ENST00000646882.1	4544	4940	-1	HSCHR11_2_CTG8	tripartite motif-containing protein 43 (TRIM43) pseudogene
ENSG00000249893	unprocessed_pseudogene	ENSG00000249893.1	ENST00000504006	ENST00000504006.1	64608905	64609424	1	4	MT-ND6 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:39479]
ENSG00000270665	processed_pseudogene	ENSG00000270665.1	ENST00000604027	ENST00000604027.1	72807267	72808192	1	4	heterogeneous nuclear ribonucleoprotein A1 pseudogene 67 [Source:HGNC Symbol;Acc:HGNC:48797]
ENSG00000263219	processed_pseudogene	ENSG00000263219.1	ENST00000575880	ENST00000575880.1	4222091	4223828	1	17	RYK pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10482]
ENSG00000239223	processed_pseudogene	ENSG00000239223.3	ENST00000475295	ENST00000475295.1	27274107	27274477	1	17	ribosomal protein L34 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:36899]
ENSG00000239840	processed_pseudogene	ENSG00000239840.1	ENST00000492447	ENST00000492447.1	47150132	47150566	-1	16	ribosomal protein L23a pseudogene 72 [Source:HGNC Symbol;Acc:HGNC:35736]
ENSG00000242405	processed_pseudogene	ENSG00000242405.2	ENST00000472093	ENST00000472093.2	12155262	12155772	1	12	ribosomal protein L21 pseudogene 100 [Source:HGNC Symbol;Acc:HGNC:36048]
ENSG00000256627	processed_pseudogene	ENSG00000256627.1	ENST00000544148	ENST00000544148.1	15803164	15804158	1	12	mitchondrial ribosomal protein S7 (MRPS7) pseudogene
ENSG00000256450	processed_pseudogene	ENSG00000256450.1	ENST00000540992	ENST00000540992.1	16513445	16514371	1	12	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2) (GOT2) pseudogene
ENSG00000266575	processed_pseudogene	ENSG00000266575.1	ENST00000584794	ENST00000584794.1	832238	832469	1	18	bolA family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51437]
ENSG00000264179	processed_pseudogene	ENSG00000264179.1	ENST00000584430	ENST00000584430.1	856526	857045	1	18	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 (PSMD8) pseudogene
ENSG00000248878	transcribed_processed_pseudogene	ENSG00000248878.1	ENST00000504053	ENST00000504053.1	31725539	31725902	-1	5	FUS interacting protein (serine/arginine-rich) 1 pseudogene
ENSG00000213956	processed_pseudogene	ENSG00000213956.4	ENST00000455837	ENST00000455837.2	50633124	50633602	1	5	PPIAL4A peptidylprolyl isomerase A (cyclophilin A)-like 4A (PPIAL4A) pseudogene
ENSG00000230271	unprocessed_pseudogene	ENSG00000230271.1	ENST00000458585	ENST00000458585.1	57772584	57773199	-1	7	family with sequence similarity 27 (FAM27) pseudogene
ENSG00000225286	processed_pseudogene	ENSG00000225286.1	ENST00000454851	ENST00000454851.1	28615097	28615888	-1	7	ribosomal protein S2 (RPS2) pseudogene
ENSG00000223893	processed_pseudogene	ENSG00000223893.1	ENST00000451274	ENST00000451274.1	49942251	49944440	-1	7	G protein nucleolar 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50779]
ENSG00000224519	processed_pseudogene	ENSG00000224519.1	ENST00000436976	ENST00000436976.1	46634614	46634946	1	7	high mobility group nucleosome binding domain 1 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:39363]
ENSG00000234309	processed_pseudogene	ENSG00000234309.1	ENST00000449385	ENST00000449385.1	118572871	118573620	1	10	solute carrier family 25 member 18 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43857]
ENSG00000279626	unprocessed_pseudogene	ENSG00000279626.1	ENST00000623687	ENST00000623687.1	133664429	133665106	1	10	double homeobox 4 like 28 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51605]
ENSG00000270965	processed_pseudogene	ENSG00000270965.1	ENST00000603150	ENST00000603150.1	115819842	115820487	-1	10	N-terminal asparagine amidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45261]
ENSG00000264150	processed_pseudogene	ENSG00000264150.1	ENST00000579765	ENST00000579765.1	2568392	2569122	1	18	ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1) pseudogene
ENSG00000232242	processed_pseudogene	ENSG00000232242.2	ENST00000430329	ENST00000430329.2	102611162	102612155	-1	9	zyg-11 family member A, cell cycle regulator pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38032]
ENSG00000259043	processed_pseudogene	ENSG00000259043.1	ENST00000557705	ENST00000557705.1	23749236	23751150	1	14	bromodomain containing 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19923]
ENSG00000270618	unprocessed_pseudogene	ENSG00000270618.1	ENST00000604114	ENST00000604114.1	23767662	23768998	1	14	suppressor of zeste 12 homolog (Drosophila) (SUZ12)  pseudogene
ENSG00000258887	unprocessed_pseudogene	ENSG00000258887.3	ENST00000556165	ENST00000556165.3	23817281	23827396	-1	14	dehydrogenase/reductase (SDR family) member 4 (DHRS4) pseudogene
ENSG00000250416	processed_pseudogene	ENSG00000250416.2	ENST00000503863	ENST00000503863.2	35487812	35489750	1	4	SEC63 homolog, protein translocation regulator pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:41954]
ENSG00000237303	processed_pseudogene	ENSG00000237303.2	ENST00000453927	ENST00000453927.2	11481383	11481656	1	12	HIG1 hypoxia inducible domain family member 1A pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:43003]
ENSG00000237961	processed_pseudogene	ENSG00000237961.4	ENST00000506408	ENST00000506408.2	49238032	49245419	-1	4	ankyrin repeat domain 18B (ANKRD18B) pseudogene
ENSG00000179342	processed_pseudogene	ENSG00000179342.4	ENST00000474858	ENST00000474858.1	66505155	66506223	-1	7	guanine nucleotide binding protein (G protein), alpha 11 (Gq class) (GNA11) pseudogene
ENSG00000235422	processed_pseudogene	ENSG00000235422.1	ENST00000443475	ENST00000443475.1	2593674	2594913	-1	18	katanin regulatory subunit B1 like 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49053]
ENSG00000275295	processed_pseudogene	ENSG00000275295.1	ENST00000618594	ENST00000618594.1	45303620	45304362	1	7	zinc finger protein 729 (ZNF729) pseudogene
ENSG00000231484	unprocessed_pseudogene	ENSG00000231484.1	ENST00000430646	ENST00000430646.1	57828331	57837046	1	7	family with sequence similarity 182, member A (FAM182A) pseudogene
ENSG00000224368	processed_pseudogene	ENSG00000224368.1	ENST00000440565	ENST00000440565.1	63404842	63405400	-1	7	ARAF pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:647]
ENSG00000249277	processed_pseudogene	ENSG00000249277.1	ENST00000511788	ENST00000511788.1	25686202	25686458	-1	4	SLIRP. pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55150]
ENSG00000236261	unprocessed_pseudogene	ENSG00000236261.1	ENST00000442180	ENST00000442180.1	57652875	57653208	1	7	family with sequence similarity 27 (FAM27) pseudogene
ENSG00000250923	unprocessed_pseudogene	ENSG00000250923.1	ENST00000512399	ENST00000512399.1	57773183	57773381	1	7	family with sequence similarity 27-like (FAM27L) pseudogene
ENSG00000251451	transcribed_unprocessed_pseudogene	ENSG00000251451.1	ENST00000502460	ENST00000502460.1	66407288	66409239	-1	7	general transcription factor IIi pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:51721]
ENSG00000238090	processed_pseudogene	ENSG00000238090.1	ENST00000423599	ENST00000423599.1	33379964	33380886	1	7	RAB3A interacting protein (rabin3)-like 1 (RAB3IL1) pseudogene
ENSG00000276098	processed_pseudogene	ENSG00000276098.1	ENST00000611900	ENST00000611900.1	29516005	29516504	1	5	aurora kinase A interacting protein 1 (AURKAIP1) pseudogene
ENSG00000249338	processed_pseudogene	ENSG00000249338.1	ENST00000511281	ENST00000511281.1	51409617	51410205	-1	5	high mobility group box 1 pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:39280]
ENSG00000271410	processed_pseudogene	ENSG00000271410.1	ENST00000605749	ENST00000605749.1	55356308	55357523	-1	5	protein serine kinase H1 (PSKH1) pseudogene
ENSG00000250480	processed_pseudogene	ENSG00000250480.3	ENST00000514668	ENST00000514668.3	57120796	57122624	1	5	RLIG1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56325]
ENSG00000270495	processed_pseudogene	ENSG00000270495.1	ENST00000603374	ENST00000603374.1	28808538	28809255	1	5	PQ loop repeat containing 1 (PQLC1) pseudogene
ENSG00000226432	processed_pseudogene	ENSG00000226432.3	ENST00000514047	ENST00000514047.1	24170370	24171246	1	5	AKTIP pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56420]
ENSG00000256004	processed_pseudogene	ENSG00000256004.1	ENST00000545370	ENST00000545370.1	8678773	8679670	1	12	chromosome 19 open reading frame 40 (C19orf40) pseudogene
ENSG00000250330	processed_pseudogene	ENSG00000250330.1	ENST00000510759	ENST00000510759.1	79229904	79230588	1	5	GABA(A) receptor-associated protein-like 2 (GABARAPL2 ) pseudogene
ENSG00000250319	processed_pseudogene	ENSG00000250319.1	ENST00000509054	ENST00000509054.1	23262159	23263185	-1	5	zinc finger CCCH-type containing 14 (ZC3H14) pseudogene
ENSG00000250747	processed_pseudogene	ENSG00000250747.1	ENST00000512837	ENST00000512837.1	73152416	73152938	-1	5	ribosomal protein S3 (RPS3 ) pseudogene
ENSG00000232823	processed_pseudogene	ENSG00000232823.2	ENST00000441872	ENST00000441872.2	119683127	119683823	-1	10	thioredoxin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49481]
ENSG00000284997	processed_pseudogene	ENSG00000284997.1	ENST00000644163	ENST00000644163.1	219494	221106	1	HSCHR11_2_CTG8	tubulin alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:14531]
ENSG00000261868	processed_pseudogene	ENSG00000261868.1	ENST00000576210	ENST00000576210.1	4301372	4302698	1	17	major facilitator superfamily domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50625]
ENSG00000213664	processed_pseudogene	ENSG00000213664.4	ENST00000479473	ENST00000479473.1	27280482	27280912	1	17	ribosomal protein S16 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:35608]
ENSG00000270857	processed_pseudogene	ENSG00000270857.1	ENST00000604544	ENST00000604544.1	12248991	12249427	1	12	ubiquitin-conjugating enzyme E2 variant 2 (UBE2V2) pseudogene
ENSG00000265683	processed_pseudogene	ENSG00000265683.1	ENST00000582878	ENST00000582878.1	27351858	27352584	-1	17	synaptophysin like 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:53547]
ENSG00000230485	processed_pseudogene	ENSG00000230485.1	ENST00000420012	ENST00000420012.1	19630750	19633574	-1	22	chromosome 3 open reading frame 38 (C3orf38) pseudogene
ENSG00000271346	processed_pseudogene	ENSG00000271346.1	ENST00000604718	ENST00000604718.1	120876552	120876805	1	X	coiled-coil domain containing 58 (CCDC58) pseudogene
ENSG00000235991	unprocessed_pseudogene	ENSG00000235991.4	ENST00000502880	ENST00000502880.1	155137111	155156503	1	X	phosphatidylinositol binding clathrin assembly protein (PICALM) pseudogene
ENSG00000177736	processed_pseudogene	ENSG00000177736.4	ENST00000411625	ENST00000411625.2	124968294	124968840	-1	9	frataxin pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51607]
ENSG00000232249	unprocessed_pseudogene	ENSG00000232249.1	ENST00000428521	ENST00000428521.1	153355733	153355956	1	X	renin binding protein (RENBP) pseudogene
ENSG00000238223	processed_pseudogene	ENSG00000238223.1	ENST00000418638	ENST00000418638.1	115063936	115064794	-1	X	zinc finger protein 33a (ZNF33A) pseudogene
ENSG00000224978	processed_pseudogene	ENSG00000224978.1	ENST00000415016	ENST00000415016.1	155212921	155213638	-1	X	CD84 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55159]
ENSG00000225858	processed_pseudogene	ENSG00000225858.1	ENST00000417774	ENST00000417774.1	72660470	72660719	1	X	MATR3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54991]
ENSG00000223615	processed_pseudogene	ENSG00000223615.2	ENST00000417622	ENST00000417622.2	107115784	107115954	1	9	novel pseudogene
ENSG00000271358	processed_pseudogene	ENSG00000271358.1	ENST00000603288	ENST00000603288.1	96019484	96019765	1	14	ubiquitin specific peptidase 5 (isopeptidase T) (USP5) pseudogene
ENSG00000240627	processed_pseudogene	ENSG00000240627.1	ENST00000468490	ENST00000468490.1	51275253	51275734	1	5	ribosomal protein S10 (RPS10) pseudogene
ENSG00000249226	processed_pseudogene	ENSG00000249226.1	ENST00000514739	ENST00000514739.1	29001760	29003357	1	5	SUCLG2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43999]
ENSG00000251062	processed_pseudogene	ENSG00000251062.1	ENST00000504072	ENST00000504072.1	32887990	32888145	-1	5	ribosomal protein L17 (RPL17) pseudogene
ENSG00000244621	processed_pseudogene	ENSG00000244621.1	ENST00000474297	ENST00000474297.1	52282567	52282859	1	5	ribosomal protein S17 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:36132]
ENSG00000235892	processed_pseudogene	ENSG00000235892.1	ENST00000412159	ENST00000412159.1	66497748	66499424	1	X	pyruvate kinase M1/2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44244]
ENSG00000229979	processed_pseudogene	ENSG00000229979.1	ENST00000421099	ENST00000421099.1	153052150	153052413	-1	X	high mobility group nucleosomal binding domain 2 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:55157]
ENSG00000233254	processed_pseudogene	ENSG00000233254.1	ENST00000453468	ENST00000453468.1	75384346	75384828	1	X	ribosomal protein L21 pseudogene 134 [Source:HGNC Symbol;Acc:HGNC:36006]
ENSG00000224484	unprocessed_pseudogene	ENSG00000224484.1	ENST00000449138	ENST00000449138.1	57776972	57777521	-1	7	family with sequence similarity 27 (FAM27) pseudogene
ENSG00000224706	processed_pseudogene	ENSG00000224706.1	ENST00000448974	ENST00000448974.1	37116779	37117185	1	7	ribosomal protein S17 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:36664]
ENSG00000187172	transcribed_unprocessed_pseudogene	ENSG00000187172.16	ENST00000496773	ENST00000496773.1	10454134	10516431	1	21	BAGE family member 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15723]
ENSG00000270688	processed_pseudogene	ENSG00000270688.1	ENST00000604767	ENST00000604767.1	86228815	86228983	1	9	protein tyrosine phosphatase, receptor type, A (PTPRA) pseudogene
ENSG00000227505	processed_pseudogene	ENSG00000227505.1	ENST00000458303	ENST00000458303.1	147801005	147801302	1	X	SLIRP. pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55149]
ENSG00000224309	transcribed_unprocessed_pseudogene	ENSG00000224309.8	ENST00000435744	ENST00000435744.5	13038208	13067033	1	21	ankyrin repeat domain 30B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16620]
ENSG00000237860	unprocessed_pseudogene	ENSG00000237860.1	ENST00000424402	ENST00000424402.1	116688870	116690185	1	X	SLC6A14 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54530]
ENSG00000189372	unprocessed_pseudogene	ENSG00000189372.4	ENST00000453808	ENST00000453808.1	108383398	108383993	1	X	pancreatic lipase-related protein 2 (PNLIPRP2) pseudogene
ENSG00000213235	processed_pseudogene	ENSG00000213235.3	ENST00000325349	ENST00000325349.6	16990670	16992083	1	12	eukaryotic translation elongation factor 1 alpha 1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:37889]
ENSG00000243064	transcribed_unprocessed_pseudogene	ENSG00000243064.11	ENST00000463099	ENST00000463099.1	14274092	14362754	1	21	ATP binding cassette subfamily C member 13 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:16022]
ENSG00000241828	processed_pseudogene	ENSG00000241828.2	ENST00000480485	ENST00000480485.2	7860437	7860764	1	12	ribosomal protein S20 (RPS20) pseudogene
ENSG00000236077	unprocessed_pseudogene	ENSG00000236077.2	ENST00000428194	ENST00000428194.1	116669810	116680303	-1	X	SLC6A14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54529]
ENSG00000246115	processed_pseudogene	ENSG00000246115.3	ENST00000501248	ENST00000501248.2	8512374	8512726	-1	12	SPT4 homolog, DSIF elongation factor subunit pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50823]
ENSG00000229145	processed_pseudogene	ENSG00000229145.1	ENST00000417985	ENST00000417985.1	46288016	46289128	-1	X	ACTB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:134]
ENSG00000278654	processed_pseudogene	ENSG00000278654.1	ENST00000614709	ENST00000614709.1	11500499	11501022	1	12	IQ motif and Sec7 domain 3 (IQSEC3) pseudogene
ENSG00000228855	processed_pseudogene	ENSG00000228855.1	ENST00000450437	ENST00000450437.1	147591612	147591909	-1	X	SMT3 suppressor of mif two 3 homolog 1 (yeast) (SMT3H1) pseudogene
ENSG00000243141	processed_pseudogene	ENSG00000243141.2	ENST00000494341	ENST00000494341.2	12338776	12339254	1	12	ribosomal protein L23a pseudogene 66 [Source:HGNC Symbol;Acc:HGNC:35940]
ENSG00000229082	unprocessed_pseudogene	ENSG00000229082.2	ENST00000426334	ENST00000426334.2	131341570	131342425	-1	X	olfactory receptor family 5 subfamily AW member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15406]
ENSG00000256756	processed_pseudogene	ENSG00000256756.1	ENST00000545713	ENST00000545713.1	17400399	17400914	1	12	translocase of inner mitochondrial membrane 17B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49865]
ENSG00000257237	unprocessed_pseudogene	ENSG00000257237.1	ENST00000552843	ENST00000552843.1	39058028	39059933	-1	12	maltase-glucoamylase (alpha-glucosidase) (MGAM) pseudogene
ENSG00000278381	processed_pseudogene	ENSG00000278381.1	ENST00000613704	ENST00000613704.1	13654073	13654356	1	21	novel pseudogene
ENSG00000227874	processed_pseudogene	ENSG00000227874.1	ENST00000435181	ENST00000435181.1	13665868	13667546	-1	21	GRAM domain containing 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39653]
ENSG00000214319	processed_pseudogene	ENSG00000214319.2	ENST00000398098	ENST00000398098.2	13676022	13677116	1	21	CXADR pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23770]
ENSG00000273692	processed_pseudogene	ENSG00000273692.1	ENST00000619798	ENST00000619798.1	13704853	13705518	1	21	LONRF2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:54501]
ENSG00000229231	processed_pseudogene	ENSG00000229231.1	ENST00000431297	ENST00000431297.1	13762338	13764332	1	21	fem-1 homolog A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17219]
ENSG00000173231	processed_pseudogene	ENSG00000173231.6	ENST00000311003	ENST00000311003.6	13776086	13777266	1	21	TERF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16733]
ENSG00000232797	processed_pseudogene	ENSG00000232797.1	ENST00000443486	ENST00000443486.1	13792635	13793141	1	21	family with sequence similarity 207 member C, pseudogene [Source:HGNC Symbol;Acc:HGNC:42676]
ENSG00000224860	processed_pseudogene	ENSG00000224860.1	ENST00000433312	ENST00000433312.1	13824406	13825635	-1	21	GXYLT1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39677]
ENSG00000215562	processed_pseudogene	ENSG00000215562.2	ENST00000400583	ENST00000400583.2	13826696	13827627	1	21	calponin 2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39532]
ENSG00000234538	processed_pseudogene	ENSG00000234538.1	ENST00000453500	ENST00000453500.1	13839118	13839409	1	21	zinc finger protein 114 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23771]
ENSG00000228314	transcribed_unprocessed_pseudogene	ENSG00000228314.2	ENST00000420685	ENST00000420685.1	13846759	13847713	-1	21	cytochrome P450 family 4 subfamily F member 29, pseudogene [Source:HGNC Symbol;Acc:HGNC:2647]
ENSG00000230965	processed_pseudogene	ENSG00000230965.1	ENST00000412442	ENST00000412442.1	13905960	13906488	-1	21	sorting nexin 18 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:39621]
ENSG00000215559	transcribed_unprocessed_pseudogene	ENSG00000215559.9	ENST00000451663	ENST00000451663.5	13909574	13979911	-1	21	ankyrin repeat domain 20 family member A11, pseudogene [Source:HGNC Symbol;Acc:HGNC:42024]
ENSG00000203616	processed_pseudogene	ENSG00000203616.2	ENST00000366423	ENST00000366423.2	13936993	13937325	-1	21	ras homolog family member T1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37838]
ENSG00000228600	processed_pseudogene	ENSG00000228600.1	ENST00000453699	ENST00000453699.1	14757588	14758352	1	21	RNA polymerase II subunit C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9190]
ENSG00000270807	processed_pseudogene	ENSG00000270807.1	ENST00000603103	ENST00000603103.1	33717853	33718217	1	12	R3H domain and coiled-coil containing 1-like (R3HCC1L) pseudogene
ENSG00000225502	processed_pseudogene	ENSG00000225502.2	ENST00000448152	ENST00000448152.2	14774301	14775262	1	21	glyceraldehyde-3-phosphate dehydrogenase pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:23768]
ENSG00000226406	processed_pseudogene	ENSG00000226406.1	ENST00000454795	ENST00000454795.1	14829154	14829989	-1	21	RBMX2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39923]
ENSG00000262819	processed_pseudogene	ENSG00000262819.1	ENST00000572683	ENST00000572683.1	133516	134857	-1	HSCHR12_1_CTG2_1	zinc finger protein pseudogene
ENSG00000262082	processed_pseudogene	ENSG00000262082.1	ENST00000573097	ENST00000573097.1	117154	118120	1	HSCHR12_1_CTG2_1	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) (ST13) pseudogene
ENSG00000284863	unprocessed_pseudogene	ENSG00000284863.1	ENST00000642254	ENST00000642254.1	345838	346711	-1	HG76_PATCH	defensin alpha 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:31799]
